Title,Subject,List,"Send Date","Send Weekday","Total Recipients","Successful Deliveries","Soft Bounces","Hard Bounces","Total Bounces","Times Forwarded","Forwarded Opens","Unique Opens","Open Rate","Total Opens","Unique Clicks","Click Rate","Total Clicks",Unsubscribes,"Abuse Complaints","Times Liked on Facebook","Folder Id","Unique Id","Total Orders","Total Gross Sales","Total Revenue","Analytics ROI","Campaign Cost","Revenue Created",Visits,"New Visits",Pages/Visit,"Bounce Rate","Time on Site","Goal Conversion Rate","Per Visit Goal Value",Transactions,"Ecommerce Conversion Rate","Per Visit Value","Average Value"
"3D Printing","User-Designed Mini Quadcopter with 3D-Printed Frame, Custom C++ Firmware","Adafruit Daily","Sep 14, 2016 11:01 am",Wednesday,1732,1731,1,0,1,0,0,585,33.80%,750,0,0.00%,0,1,0,0,0,1732a4a056,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","Quickie tour of some of Adafruit (video)","Adafruit Daily","Sep 14, 2016 11:02 am",Wednesday,1774,1773,1,0,1,0,0,570,32.15%,813,119,6.71%,138,1,0,0,0,7e3ce45edd,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Get hammered with foam","Adafruit Daily","Sep 14, 2016 11:02 am",Wednesday,1811,1810,1,0,1,0,0,571,31.55%,720,37,2.04%,42,1,0,0,0,f05b466122,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"How HRV and EEG Data Led to a Nightmare Alarm Clock Idea","Adafruit Daily","Sep 14, 2016 11:03 am",Wednesday,1482,1481,0,1,1,0,0,444,29.98%,601,29,1.96%,39,0,0,0,0,f9c6dedd97,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Diode Vf vs Voltage","Adafruit Daily","Sep 15, 2016 11:00 am",Thursday,2680,2679,1,0,1,0,0,965,36.02%,1168,0,0.00%,0,0,0,0,0,f89bd91d28,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","How Google Is Schooling Apple And Microsoft In The Battle For America’s Classrooms","Adafruit Daily","Sep 15, 2016 11:00 am",Thursday,1770,1770,0,0,0,0,0,564,31.86%,678,27,1.53%,28,0,0,0,0,8b49d1f956,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Obsessed with your Circuit Playground Board?","Adafruit Daily","Sep 15, 2016 11:00 am",Thursday,1728,1728,0,0,0,0,0,569,32.93%,718,29,1.68%,29,2,0,0,0,2705d5ee17,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Say it with a hat","Adafruit Daily","Sep 15, 2016 11:00 am",Thursday,1808,1808,0,0,0,0,0,550,30.42%,753,15,0.83%,15,1,0,0,0,973296c39f,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"The 180 Formula : Optimal Heart Rate Training","Adafruit Daily","Sep 15, 2016 11:01 am",Thursday,1481,1481,0,0,0,0,0,410,27.68%,594,10,0.68%,14,1,0,0,0,d5b1e71396,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","Maker biz Friday, what we’re reading…","Adafruit Daily","Sep 16, 2016 11:00 am",Friday,1769,1769,0,0,0,0,0,554,31.32%,854,180,10.18%,427,1,0,0,0,fd7fdcb1ea,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Optical Heart Rate Monitoring is Improving","Adafruit Daily","Sep 16, 2016 11:01 am",Friday,1482,1482,0,0,0,0,0,421,28.41%,576,18,1.21%,21,1,0,0,0,2ae52faa95,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"It’s what’s inside that counts","Adafruit Daily","Sep 16, 2016 11:01 am",Friday,1809,1809,0,0,0,0,0,532,29.41%,696,27,1.49%,33,0,0,0,0,dc31a56ba4,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Tricky Diode Vf","Adafruit Daily","Sep 16, 2016 11:01 am",Friday,2683,2681,2,0,2,0,0,942,35.14%,1164,0,0.00%,0,1,0,0,0,9a9bafc6aa,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Watch John Park test a 3D Printed Camera Slider","Adafruit Daily","Sep 16, 2016 11:02 am",Friday,1725,1725,0,0,0,0,0,571,33.10%,754,31,1.80%,33,1,0,0,0,bc04ea44a5,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","The Moment We’ve All Been Waiting For","Adafruit Daily","Sep 19, 2016 11:00 am",Monday,1730,1730,0,0,0,0,0,613,35.43%,760,24,1.39%,24,1,0,0,0,9bdf5fd8c8,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Beware expanding LiPos!","Adafruit Daily","Sep 19, 2016 11:00 am",Monday,2690,2690,0,0,0,0,0,1033,38.40%,1296,0,0.00%,0,3,0,0,0,9ac538a78a,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Headfirst measurements","Adafruit Daily","Sep 19, 2016 11:01 am",Monday,1813,1813,0,0,0,0,0,565,31.16%,677,10,0.55%,10,2,0,0,0,8bcf23ac63,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","Dyson “brings engineering to life”","Adafruit Daily","Sep 19, 2016 11:01 am",Monday,1777,1777,0,0,0,0,0,621,34.95%,760,35,1.97%,36,1,0,0,0,6eb968b9cb,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Big Caffeine Was Banned From Sports Competition For Twenty Years","Adafruit Daily","Sep 19, 2016 11:01 am",Monday,1487,1487,0,0,0,0,0,453,30.46%,576,2,0.13%,2,1,0,0,0,391ef13499,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Extrasensory on The TED Radio Hour Podcast","Adafruit Daily","Sep 20, 2016 11:00 am",Tuesday,1485,1484,1,0,1,0,0,396,26.68%,582,33,2.22%,46,0,0,0,0,f53acf8f6c,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Timelapse Tuesday – Medieval Castle","Adafruit Daily","Sep 20, 2016 11:01 am",Tuesday,1727,1727,0,0,0,0,0,556,32.19%,663,0,0.00%,0,0,0,0,0,6d3f86e1d8,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","(make) Business books…","Adafruit Daily","Sep 20, 2016 11:01 am",Tuesday,1777,1775,1,1,2,0,0,611,34.42%,812,72,4.06%,117,0,0,0,0,c11797c11e,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"1 Wire Woes","Adafruit Daily","Sep 20, 2016 11:01 am",Tuesday,2687,2685,2,0,2,0,0,1048,39.03%,1268,0,0.00%,0,2,0,0,0,f7b8c538b9,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Use all the resources","Adafruit Daily","Sep 20, 2016 11:02 am",Tuesday,1813,1811,1,1,2,0,0,552,30.48%,682,11,0.61%,13,2,0,0,0,a800b7aa14,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","Facebook acquires modular consumer hardware maker @nascentobjects @BabackE","Adafruit Daily","Sep 21, 2016 11:00 am",Wednesday,1778,1778,0,0,0,0,0,581,32.68%,744,47,2.64%,60,0,0,0,0,b04e11d4c9,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"My MOSFET has parasites!?","Adafruit Daily","Sep 21, 2016 11:00 am",Wednesday,2687,2686,1,0,1,0,0,993,36.97%,1235,0,0.00%,0,0,0,0,0,fd4d496c0b,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Customize your Project with Paint","Adafruit Daily","Sep 21, 2016 11:01 am",Wednesday,1728,1728,0,0,0,0,0,554,32.06%,703,15,0.87%,21,0,0,0,0,627b97d428,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Use Garmin’s VIRB Edit for Performance Data Video Overlays","Adafruit Daily","Sep 21, 2016 11:02 am",Wednesday,1487,1487,0,0,0,0,0,396,26.63%,583,11,0.74%,13,1,0,0,0,6e2a9fe970,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Crafting vertebrae","Adafruit Daily","Sep 21, 2016 11:02 am",Wednesday,1811,1811,0,0,0,0,0,546,30.15%,666,14,0.77%,17,1,0,0,0,2256fa0b43,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Airbrushing to the rescue","Adafruit Daily","Sep 22, 2016 11:00 am",Thursday,1813,1812,1,0,1,0,0,493,27.21%,611,12,0.66%,12,3,0,0,0,c2b97bd546,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","Wearable tech company Thalmic Labs raises $120 million from Intel, Amazon, and others","Adafruit Daily","Sep 22, 2016 11:00 am",Thursday,1778,1778,0,0,0,0,0,555,31.21%,696,38,2.14%,47,0,0,0,0,51c127cc17,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Diode-less MOSFET?","Adafruit Daily","Sep 22, 2016 11:00 am",Thursday,2687,2687,0,0,0,0,0,958,35.65%,1223,0,0.00%,0,1,0,0,0,b8d48abb43,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Tips for using Ninjaflex","Adafruit Daily","Sep 22, 2016 11:01 am",Thursday,1728,1728,0,0,0,0,0,592,34.26%,766,88,5.09%,92,2,0,0,0,9a5c9d9988,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Roll Your Own $30 EpiPencil","Adafruit Daily","Sep 22, 2016 11:02 am",Thursday,1486,1485,1,0,1,0,0,489,32.93%,752,61,4.11%,101,0,0,0,0,e656008a7f,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"The Upside of GMOs (Genetically Modified Organisms)","Adafruit Daily","Sep 23, 2016 11:00 am",Friday,1485,1485,0,0,0,0,0,425,28.62%,578,17,1.14%,23,1,0,0,0,4d69a60723,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","3D Printed PiGRRL Remix by Nao","Adafruit Daily","Sep 23, 2016 11:00 am",Friday,1729,1729,0,0,0,0,0,571,33.02%,695,19,1.10%,19,0,0,0,0,e4ec3b7424,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Inadequate volt signal","Adafruit Daily","Sep 23, 2016 11:00 am",Friday,2686,2685,1,0,1,0,0,947,35.27%,1211,0,0.00%,0,1,0,0,0,fc49c5fc95,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Take flight with shiny wings","Adafruit Daily","Sep 23, 2016 11:01 am",Friday,1810,1810,0,0,0,0,0,542,29.94%,672,16,0.88%,16,0,0,0,0,269ab67fd3,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","Shenzhen: The Silicon Valley of Hardware (Full Documentary) and Who invests in hardware?","Adafruit Daily","Sep 23, 2016 11:02 am",Friday,1778,1777,1,0,1,0,0,586,32.98%,871,89,5.01%,104,0,0,0,0,e4eedded11,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Movie: The Immortalists – Live Forever… or die trying.","Adafruit Daily","Sep 26, 2016 11:00 am",Monday,1486,1486,0,0,0,0,0,437,29.41%,620,39,2.62%,45,1,0,0,0,87ca67aafd,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Make that prop functional","Adafruit Daily","Sep 26, 2016 11:00 am",Monday,1808,1808,0,0,0,0,0,550,30.42%,642,0,0.00%,0,0,0,0,0,0597951007,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","3D Printing Services are Not the Enemy","Adafruit Daily","Sep 26, 2016 11:00 am",Monday,1731,1731,0,0,0,0,0,611,35.30%,772,57,3.29%,62,0,0,0,0,15ab2e4967,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","UPS begins testing emergency drone deliveries with CyPhy","Adafruit Daily","Sep 26, 2016 11:02 am",Monday,1782,1782,0,0,0,0,0,628,35.24%,744,38,2.13%,41,0,0,0,0,5786ce0e8b,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Have you met Charlie?","Adafruit Daily","Sep 26, 2016 11:02 am",Monday,2692,2691,1,0,1,0,0,1086,40.36%,1422,0,0.00%,0,2,0,0,0,b43da9c600,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","“InstaPart: Get Any Symbol & Footprint in 24 Hours – SnapEDA”","Adafruit Daily","Sep 27, 2016 11:00 am",Tuesday,1781,1781,0,0,0,0,0,558,31.33%,721,72,4.04%,79,0,0,0,0,74d1f4dfd7,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"To Y5V or not to Y5V?","Adafruit Daily","Sep 27, 2016 11:01 am",Tuesday,2689,2688,0,1,1,0,0,993,36.94%,1226,0,0.00%,0,0,0,0,0,c7ca21e21c,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"The MATIA Project Assists The Blind and Those with Memory Loss","Adafruit Daily","Sep 27, 2016 11:01 am",Tuesday,1485,1485,0,0,0,0,0,384,25.86%,490,10,0.67%,13,0,0,0,0,f5ccde5e3c,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Timelapse Tuesday – Wireframe Skull","Adafruit Daily","Sep 27, 2016 11:01 am",Tuesday,1731,1731,0,0,0,0,0,545,31.48%,688,0,0.00%,0,0,0,0,0,42b565d56a,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"App know how","Adafruit Daily","Sep 27, 2016 11:02 am",Tuesday,1807,1807,0,0,0,0,0,565,31.27%,738,29,1.60%,32,0,0,0,0,7d6eb39989,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Cut it to fit","Adafruit Daily","Sep 28, 2016 11:00 am",Wednesday,1809,1808,1,0,1,0,0,538,29.76%,644,16,0.88%,18,0,0,0,0,07899f7722,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","Drone Racing investments","Adafruit Daily","Sep 28, 2016 11:01 am",Wednesday,1782,1782,0,0,0,0,0,574,32.21%,684,28,1.57%,42,1,0,0,0,baf6639f68,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","A Striking 3D Printed Raspberry Pi Zero 2001 Monolith Case","Adafruit Daily","Sep 28, 2016 11:01 am",Wednesday,1731,1731,0,0,0,0,0,596,34.43%,750,34,1.96%,34,0,0,0,0,9c60a0ae2d,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Nootropic : Methylene Blue – The Mood, Memory and Energy Enhancer","Adafruit Daily","Sep 28, 2016 11:02 am",Wednesday,1486,1486,0,0,0,0,0,440,29.61%,625,16,1.08%,32,1,0,0,0,73df66f2fd,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Electrolytic Limitations","Adafruit Daily","Sep 28, 2016 11:02 am",Wednesday,2692,2691,0,1,1,0,0,942,35.01%,1193,0,0.00%,0,1,0,0,0,6534c20660,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Simple Tips and Tools for Three Common Sleep Disorders","Adafruit Daily","Sep 29, 2016 11:00 am",Thursday,1485,1485,0,0,0,0,0,403,27.14%,593,19,1.28%,26,0,0,0,0,59a6a1fb73,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","“Silicon Valley startups invade Best Buy”","Adafruit Daily","Sep 29, 2016 11:01 am",Thursday,1782,1782,0,0,0,0,0,585,32.83%,720,30,1.68%,41,1,0,0,0,4b50c5b61f,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Is your op amp going crazy?","Adafruit Daily","Sep 29, 2016 11:01 am",Thursday,2690,2688,2,0,2,0,0,922,34.30%,1114,0,0.00%,0,2,0,0,0,a373c67445,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Bringing cosplay to life","Adafruit Daily","Sep 29, 2016 11:02 am",Thursday,1805,1805,0,0,0,0,0,524,29.03%,650,45,2.49%,47,0,0,0,0,2f2f9be46d,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Use Flexible Filament TPU (thermoplastic polyurethane)!","Adafruit Daily","Sep 29, 2016 11:02 am",Thursday,1730,1730,0,0,0,0,0,562,32.49%,713,44,2.54%,48,0,0,0,0,d2c09ce2f6,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"USB Powered Mayhem!","Adafruit Daily","Sep 30, 2016 11:01 am",Friday,2691,2689,2,0,2,0,0,1039,38.64%,1294,0,0.00%,0,0,0,0,0,81bcc5d7e9,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","3D Printed Bulbasaur Coin Bank","Adafruit Daily","Sep 30, 2016 11:01 am",Friday,1731,1729,2,0,2,0,0,584,33.78%,714,10,0.58%,15,0,1,0,0,0a68f2f88f,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Glow with fur","Adafruit Daily","Sep 30, 2016 11:01 am",Friday,1807,1805,2,0,2,0,0,567,31.41%,709,30,1.66%,30,0,0,0,0,d0b99ffa11,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"mPort is Making a 3D Body Scanner Booth","Adafruit Daily","Sep 30, 2016 11:01 am",Friday,1486,1485,1,0,1,0,0,417,28.08%,522,13,0.88%,16,0,0,0,0,38cc0d15bb,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","“The Entire History of Kickstarter Projects, Broken Down by City”","Adafruit Daily","Sep 30, 2016 11:03 am",Friday,1781,1779,2,0,2,0,0,575,32.32%,768,75,4.22%,92,0,0,0,0,dbeed943a6,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","3D Printed Bee Hotel","Adafruit Daily","Oct 03, 2016 11:01 am",Monday,1735,1733,2,0,2,0,0,627,36.18%,831,31,1.79%,33,1,0,0,0,ea90b2bccd,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Free Heatsink!","Adafruit Daily","Oct 03, 2016 11:02 am",Monday,2694,2693,1,0,1,0,0,1110,41.22%,1380,0,0.00%,0,0,0,0,0,1ac25a1a41,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"When not to hot glue","Adafruit Daily","Oct 03, 2016 11:03 am",Monday,1813,1812,1,0,1,0,0,591,32.62%,762,20,1.10%,24,0,0,0,0,ea7fb1bc89,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Brain Training : The Pomodoro Technique for Focused Productivity","Adafruit Daily","Oct 03, 2016 11:03 am",Monday,1488,1487,1,0,1,0,0,433,29.12%,617,36,2.42%,63,0,0,0,0,a86afa52be,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Back to basics","Adafruit Daily","Oct 04, 2016 11:00 am",Tuesday,1815,1814,0,1,1,0,0,546,30.10%,786,29,1.60%,31,0,0,0,0,dbf328e500,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"BioHacking Headaches: 3 Exercises for Reducing Headaches","Adafruit Daily","Oct 04, 2016 11:01 am",Tuesday,1492,1491,0,1,1,0,0,425,28.50%,616,15,1.01%,29,1,0,0,0,89d29110b0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Footprint Fail!","Adafruit Daily","Oct 04, 2016 11:02 am",Tuesday,2697,2696,0,1,1,0,0,1015,37.65%,1279,0,0.00%,0,0,0,0,0,8bc6e3ce5a,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Timelapse Tuesday – Bomb Koozie","Adafruit Daily","Oct 04, 2016 11:02 am",Tuesday,1737,1736,0,1,1,0,0,564,32.49%,691,0,0.00%,0,0,0,0,0,3574771c96,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Quantified Self : N-OF-1 : Call for Papers","Adafruit Daily","Oct 05, 2016 11:00 am",Wednesday,1492,1491,1,0,1,0,0,401,26.89%,504,14,0.94%,19,0,0,0,0,71483be28b,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Carve out time for inspiration","Adafruit Daily","Oct 05, 2016 11:01 am",Wednesday,1818,1817,1,0,1,0,0,540,29.72%,673,0,0.00%,0,0,0,0,0,d3ba5ea479,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Catch mistakes early and ensure success! Test your components at each step of complicated 3d prints!","Adafruit Daily","Oct 05, 2016 11:01 am",Wednesday,1740,1738,1,1,2,0,0,561,32.28%,669,19,1.09%,20,0,0,0,0,a0b2e5e09f,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"The Glitchy Switch","Adafruit Daily","Oct 05, 2016 11:02 am",Wednesday,2700,2697,1,2,3,0,0,1028,38.12%,1315,0,0.00%,0,0,0,0,0,ba6c32fd5b,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Simulate It!","Adafruit Daily","Oct 06, 2016 11:00 am",Thursday,2700,2697,2,1,3,0,0,1004,37.23%,1297,0,0.00%,0,1,0,0,0,ccbcaeb7d7,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Clean it up","Adafruit Daily","Oct 06, 2016 11:01 am",Thursday,1822,1820,1,1,2,0,0,540,29.67%,636,23,1.26%,24,1,0,0,0,e2109fd8bc,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Fitness Hacking : Bridging ANT+ to Bluetooth","Adafruit Daily","Oct 06, 2016 11:02 am",Thursday,1495,1494,1,0,1,0,0,398,26.64%,510,25,1.67%,40,0,0,0,0,c99ed31e43,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Small and simple 3D prints can be big fun!","Adafruit Daily","Oct 06, 2016 11:02 am",Thursday,1740,1737,3,0,3,0,0,606,34.89%,822,118,6.79%,137,1,0,0,0,9151f3b33d,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","“Behind The Crash Of 3D Robotics, North America’s Most Promising Drone Company”","Adafruit Daily","Oct 06, 2016 11:02 am",Thursday,1789,1788,0,1,1,0,0,617,34.51%,814,123,6.88%,139,2,0,0,0,bd5f630e03,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"It all depends on the string","Adafruit Daily","Oct 07, 2016 11:00 am",Friday,1824,1824,0,0,0,0,0,545,29.88%,655,12,0.66%,13,0,0,0,0,9692d2ecdd,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
